length,weight,count,looped,neighbors,income,label
0,1.0,1,0,1,100000000.0,princetonLocky
20,3.30687830687831e-05,1,0,1,1000000000.0,paduaCryptoWall
2,0.5,1,0,2,4589000000.0,white
144,0.285843795064825,3087,0,1,410000000.0,princetonLocky
6,0.0625,1,0,2,2693000000.0,white
12,1.125,2,0,4,264943727.0,montrealCryptoLocker
0,1.0,1,0,1,314100000.0,montrealCryptoLocker
0,0.5,1,0,2,91000000.0,white
2,0.25,1,0,1,1750000000.0,white
144,8.85535756454352,2353,5,6,3543500000.0,montrealCryptoLocker
6,0.4375,1,1,3,1131000000.0,white
2,0.07,4,0,2,195683895.0,montrealCryptoLocker
22,0.29296875,5,0,5,6264000000.0,white
2,1.0,1,0,2,32000000.0,white
50,0.0087890625,2,0,2,190000000.0,white
2,0.25,1,0,2,3302000000.0,white
4,0.25,1,0,2,4146000000.0,white
14,0.515625,2,0,3,234000000.0,white
0,0.5,1,0,2,100000000.0,white
2,1.25,2,0,2,421802335.0,paduaCryptoWall
0,0.5,1,0,1,198806800.0,montrealDMALockerv3
28,0.046905517578125,3,0,1,321000000.0,white
12,0.078125,2,0,1,137000000.0,white
26,7.204453125,19,19,10,1015000000.0,white
144,0.163636246891773,2037,2037,2,402000000.0,paduaCryptoWall
0,1.0,1,0,1,507682686.0,montrealNoobCrypt
8,0.0625,1,0,2,4300000000.0,white
0,0.5,1,0,2,195000000.0,white
0,1.0,1,0,2,4763000000.0,white
2,1.0,1,0,2,43440000.0,princetonCerber
52,1.0,1,0,2,66000000.0,white
28,1.247802734375,15,0,2,5000000000.0,white
26,0.0390625,2,1,3,1831000000.0,white
6,0.0625,1,0,2,208000000.0,paduaCryptoWall
144,0.0458868716822787,598,0,2,120000000.0,montrealCryptXXX
30,0.830078125,7,0,2,2516000000.0,white
0,1.0,1,0,2,207000000.0,white
0,1.0,1,0,2,216000000.0,paduaCryptoWall
80,1.0,1,0,2,5996000000.0,white
24,0.75,6,0,2,50000000.0,white
0,0.5,1,0,2,4677000000.0,white
0,1.0,1,0,1,5000000000.0,white
24,0.001953125,1,0,1,125000000.0,white
0,1.0,1,0,1,950000000.0,white
20,0.376953125,2,1,3,322000000.0,white
54,3.7252902984619103e-09,1,0,2,4874000000.0,white
2,0.0703703703703704,2,0,2,200000000.0,paduaCryptoWall
144,0.0043695252830158,1235,0,2,100000000.0,princetonCerber
2,0.0083333333333333,3,0,1,34597389.0,paduaCryptoWall
0,0.5,1,0,2,4216000000.0,white
0,0.5,1,0,2,100000000.0,white
0,0.5,1,0,2,4946000000.0,white
2,1.0,1,0,1,509990000.0,princetonLocky
10,0.015625,1,0,2,795199995.0,white
30,1.0,1,0,2,33950000000.0,white
54,0.250244140625,2,0,1,5037000000.0,white
4,0.125,1,0,2,2454000000.0,white
6,0.375,2,0,1,14097000000.0,white
4,0.5,1,0,2,4618000000.0,white
0,0.5,1,0,2,4889000000.0,white
20,0.271649739756883,67,67,4,202000000.0,white
0,1.0,1,0,1,40000000.0,montrealCryptoLocker
2,0.0094142259414225,5,0,2,39400000.0,princetonCerber
4,0.125,1,0,2,2173000000.0,white
98,0.249820109603348,848,0,1,38010000.0,paduaCryptoWall
144,3.71603977717988,2394,2080,12,800615789.0,paduaCryptoWall
0,0.5,1,0,1,500000000.0,montrealCryptoLocker
6,1.0,1,0,2,30895000000.0,white
24,0.0078125,1,0,2,4207000000.0,white
4,4.25,5,0,6,750000000.0,white
16,0.00390625,1,0,2,2710000000.0,white
144,0.0024377039066019,2827,0,1,200000000.0,princetonLocky
0,0.5,1,0,1,700000000.0,white
22,0.556043836805556,21,0,1,5279000000.0,white
8,0.0108901515151515,2,0,2,219990001.0,montrealCryptXXX
114,1.0,1,0,2,3196000000.0,white
10,1.25,6,0,6,1003000000.0,white
6,0.25,1,0,2,423380252.0,montrealCryptoLocker
6,0.0104166666666667,1,0,2,100000000.0,princetonCerber
8,0.25,1,0,1,50000000.0,princetonLocky
0,1.0,1,0,2,220000000.0,white
40,0.03735595703125,32,0,1,194000000.0,white
24,0.0001220703125,1,0,2,172000000.0,white
12,0.25,1,0,2,4723000000.0,white
4,0.125,1,0,2,14000000000.0,white
144,0.000530994137119,2802,0,1,100000000.0,princetonLocky
0,1.0,1,0,1,224000000.0,paduaCryptoWall
144,0.266385969199656,2462,0,1,300000000.0,princetonLocky
2,0.5,1,0,1,2500000000.0,white
18,0.0625,1,0,2,4511000000.0,white
0,0.5,1,0,2,120000000.0,montrealCryptXXX
6,1.0,1,0,2,70000000.0,white
8,0.25,1,0,1,117000000.0,white
20,0.25,1,0,2,4649000000.0,white
6,0.0625,1,0,2,80000000.0,princetonCerber
4,1.0,1,0,2,4969000000.0,white
144,0.0001576639205913,104,0,1,300000000.0,princetonLocky
0,0.142857142857143,1,0,2,120000000.0,montrealCryptXXX
4,0.5,1,0,2,4668000000.0,white
6,1.0,1,0,1,400000000.0,princetonLocky
4,0.5,1,0,1,483370990.0,paduaCryptoWall
44,2.38418579101562e-07,1,0,2,1227000000.0,white
4,0.25,1,0,1,4500000000.0,white
144,2.83988702702115,818,0,8,600357211.0,montrealCryptoLocker
6,0.125,1,0,2,4347000000.0,white
0,7.5,8,0,8,36044000000.0,white
0,0.5,1,0,2,58000000.0,white
144,2.25844536394678,1701,0,2,202000000.0,paduaCryptoWall
0,0.5,1,0,1,50000000.0,white
56,1.0,1,0,2,10546000000.0,white
26,1.001953125,30,0,2,194000000.0,white
10,1.0,2,0,1,400000000.0,princetonLocky
80,1.0,1,0,2,20520000000.0,white
0,1.0,1,0,2,999950000.0,paduaCryptoWall
8,0.0625,1,0,1,200001955.0,paduaCryptoWall
20,0.106770833333333,15,0,2,111000000.0,white
8,0.125,1,0,2,4804000000.0,white
0,1.0,1,0,2,105000000.0,white
2,0.25,1,0,2,3688000000.0,white
46,0.023406982421875,11,11,2,200000000.0,princetonCerber
144,0.0021531517126975,3335,0,1,410000000.0,princetonLocky
4,3.0,3,0,2,125000000.0,princetonCerber
6,0.0625,1,0,2,4441000000.0,white
4,0.125,1,0,1,3960000000.0,white
144,0.230937791832446,4115,0,1,200000000.0,princetonLocky
0,1.0,1,0,1,32000000.0,paduaCryptoWall
4,0.0005274261603375,1,0,2,125000000.0,princetonCerber
12,1.0,1,0,2,29470000000.0,white
2,0.25,1,0,2,4290000000.0,white
4,0.5,1,0,2,350000000.0,paduaCryptoWall
12,0.1328125,2,0,2,1316000000.0,white
0,1.0,1,0,2,36506131.0,paduaCryptoWall
14,0.00390625,1,0,1,211000000.0,white
10,0.25,1,0,2,4825000000.0,white
24,0.000244140625,1,0,1,215000000.0,white
6,0.02,1,0,2,125000000.0,princetonCerber
144,0.463266328621356,5428,2860,1,100000000.0,princetonLocky
0,1.0,1,0,1,150000000.0,montrealNoobCrypt
144,0.0088315938497154,4500,0,1,150000000.0,princetonLocky
6,0.0625,1,0,2,2146000000.0,white
2,0.5,1,0,2,142100000.0,montrealCryptoLocker
2,0.5,1,0,2,219800000.0,montrealCryptoLocker
26,0.541826923076923,7,0,2,225020000.0,montrealCryptoLocker
2,1.25,3,0,2,858000000.0,white
6,0.5625,9,0,2,4882000000.0,white
2,0.5,1,0,2,34825000.0,montrealCryptoLocker
2,0.5,1,0,2,200000000.0,princetonCerber
12,0.015625,1,0,2,3509000000.0,white
0,1.0,1,0,1,30000000.0,paduaCryptoWall
40,1.9073486328125e-06,1,0,2,615000000.0,white
0,1.5,3,0,3,1585000000.0,paduaCryptoWall
2,0.25,1,0,2,3723000000.0,white
4,0.5,1,0,2,1045000000.0,white
144,0.11638878269772,779,0,1,38819048.0,paduaCryptoWall
38,0.5,1,0,2,100005000.0,princetonCerber
2,0.25,1,0,1,25000000000.0,white
2,1.5,2,0,3,590000000.0,paduaCryptoWall
6,0.0625,1,0,2,4400000000.0,white
2,0.25,1,0,1,50000000.0,white
0,0.5,1,0,1,350000000.0,white
144,0.705209552682784,1869,1657,1,1769896051.0,paduaCryptoWall
4,0.0069444444444444,1,0,2,80000000.0,princetonCerber
6,1.0,1,0,1,50000000.0,paduaCryptoWall
26,0.001953125,1,0,2,3604000000.0,white
28,0.3126220703125,32,0,2,100000000.0,white
144,0.192630885460508,5889,5889,1,200000001.0,princetonLocky
34,0.035400390625,3,0,6,279310400.0,montrealCryptoLocker
100,1.0,1,0,2,2341000000.0,white
12,0.515833333333333,5,0,2,454000000.0,paduaCryptoWall
2,1.0,1,0,1,182000000.0,paduaCryptoWall
0,1.0,1,0,2,32445000000.0,white
8,0.5,1,0,2,103000000.0,white
4,1.03869992441421,29,28,4,159112329.0,montrealCryptoLocker
26,0.0078125,1,0,2,3776000000.0,white
14,0.015625,1,0,2,4336000000.0,white
2,0.5,1,0,2,100000000.0,montrealCryptoLocker
144,0.0197013753988621,4500,0,1,150000000.0,princetonLocky
144,5.82135897630749e-05,881,1,1,1227000000.0,paduaCryptoWall
28,0.96923828125,6,0,6,679000000.0,white
36,0.0237399725925117,18,17,2,700702134.0,montrealCryptoLocker
8,0.25,1,0,2,45040000.0,princetonCerber
0,0.5,1,0,1,201000000.0,montrealDMALocker
10,0.25,2,0,2,303000000.0,paduaCryptoWall
2,0.5,1,0,2,5000000000.0,white
14,2.20833333333333,8,0,3,1410000000.0,paduaCryptoWall
2,0.5,1,0,2,125500000.0,princetonCerber
0,1.0,1,0,1,200000000.0,paduaCryptoWall
2,0.5,1,0,2,400000000.0,princetonLocky
24,0.046875,2,0,3,121000000.0,white
0,0.5,1,0,2,100000000.0,white
144,8.44951129350266,5823,5819,21,14183000000.0,montrealCryptoLocker
24,0.0313720703125,3,0,1,34000000.0,white
22,0.00390625,1,0,2,959000000.0,white
144,1.0,2,0,1,198000000.0,montrealNoobCrypt
2,0.25,1,0,2,4738000000.0,white
0,0.5,1,0,2,4777000000.0,white
28,0.00048828125,1,0,1,3448000000.0,white
28,0.0048828125,2,0,2,1311000000.0,white
18,0.015625,1,0,2,4030000000.0,white
26,0.001953125,1,0,2,1008000000.0,white
0,0.5,1,0,2,21300000000.0,white
16,0.0078125,1,0,1,104000000.0,white
8,0.28125,2,0,1,300000000.0,montrealCryptoLocker
0,0.5,1,0,1,800000000.0,paduaCryptoWall
0,0.5,1,0,1,99950000.0,montrealCryptoLocker
144,0.0517010438486271,2271,0,2,80000000.0,princetonCerber
10,4.11111111111111,11,1,1,2190340000.0,montrealCryptoLocker
14,0.216145833333333,5,0,1,44000000.0,white
26,0.001953125,1,0,2,2981000000.0,white
0,0.5,1,0,2,1303000000.0,white
24,0.0325520833333333,7,0,2,8498000000.0,white
132,0.140485023270747,2168,1,1,69086220.0,paduaCryptoWall
0,1.0,1,0,2,200000000.0,princetonCerber
4,0.125,1,0,1,867000000.0,white
8,0.0625,1,0,1,100000000.0,princetonLocky
28,0.130859375,4,0,4,768000000.0,white
2,0.25,1,0,1,111000000.0,white
0,1.0,1,0,1,104371006.0,montrealCryptoLocker
26,1.02632716049383,11,0,3,540000000.0,paduaCryptoWall
22,0.0078125,1,0,1,1718000000.0,white
144,4.74771954447823e-06,3160,0,2,235000000.0,princetonCerber
20,0.65625,2,2,3,138000000.0,white
144,0.0749831196253209,4100,0,2,77150000.0,princetonCerber
144,0.0052408675515978,3236,1264,4,290000000.0,princetonCerber
6,0.5,1,0,2,30094160.0,paduaCryptoWall
14,0.00390625,1,0,2,1976000000.0,white
24,0.00390625,1,0,1,514000000.0,white
144,1.07980188299856,7501,0,2,50000000.0,princetonCerber
10,0.25,1,0,1,32000000.0,white
144,0.0501661939134645,3393,0,2,125000000.0,princetonCerber
2,1.0,2,0,4,27900000000.0,white
0,0.5,1,0,1,6600000000.0,white
32,0.0001220703125,1,0,2,2652000000.0,white
4,0.25,1,0,2,3319000000.0,white
34,0.1328125,4,0,2,373000000.0,white
2,0.25,1,0,2,250000000.0,princetonCerber
0,3.0,3,0,3,1000000000000.0,white
18,0.015625,1,0,2,4334000000.0,white
2,0.5,1,0,1,200000000.0,montrealCryptoLocker
0,1.0,1,0,2,63780000.0,princetonCerber
20,1.0,1,0,2,30945000000.0,white
0,0.5,1,0,2,100000000.0,paduaCryptoWall
0,1.0,1,0,2,79799365.0,montrealCryptoLocker
20,0.0078125,1,0,2,100000000.0,princetonCerber
144,0.739373475800149,603,0,2,100000000.0,princetonLocky
4,1.0,1,0,2,4971000000.0,white
46,5.96046447753906e-08,1,0,1,6900000000.0,paduaCryptoWall
0,2.0,2,0,2,519108104.0,montrealNoobCrypt
144,0.0195602802144342,667,0,1,88100000.0,paduaCryptoWall
10,0.0625,1,0,2,4168000000.0,white
2,0.5,1,0,2,326000000.0,white
2,0.25,1,0,1,742000000.0,white
4,0.5,1,0,2,73320000.0,princetonCerber
2,1.0,1,0,2,4994000000.0,white
50,0.328125000099229,4,0,1,265000000.0,paduaCryptoWall
4,0.0357142857142857,1,0,2,40000000.0,princetonCerber
4,1.0,1,0,2,4984000000.0,white
2,0.333333333333333,1,0,2,120000000.0,montrealCryptXXX
144,1.59976434148641,3467,0,1,300000000.0,princetonLocky
66,3.814697265625e-06,1,0,1,50000000.0,princetonLocky
144,8.50630105324453e-05,3480,0,1,300000000.0,princetonLocky
144,3.33021600898769,1910,7,12,337668685.0,montrealCryptoLocker
144,0.0099387837890148,3137,0,1,50000000.0,princetonLocky
0,0.5,1,0,1,77000000000.0,white
14,0.5,1,0,2,100000000.0,princetonCerber
0,0.5,1,0,1,10000000000.0,white
120,1.0,1,0,2,32340000000.0,white
6,0.0660326086956522,9,0,2,118860000.0,princetonCerber
10,0.0625,1,0,2,4148000000.0,white
16,0.0078125,1,0,1,101000000.0,white
0,0.5,1,0,2,199127159.0,paduaCryptoWall
8,0.0625,1,0,2,4020000000.0,white
8,1.06944444444444,6,1,1,50000000.0,montrealCryptoLocker
144,0.0806944549478688,2110,0,1,35600000.0,paduaCryptoWall
144,0.216581120854103,3402,0,1,49726025.0,princetonLocky
30,0.9375,19,0,1,79000000.0,white
0,1.0,1,0,2,80000000.0,princetonCerber
4,0.125,1,0,2,3164000000.0,white
2,0.25,1,0,2,3870000000.0,white
4,0.75,2,0,3,364808411.0,montrealCryptoLocker
0,1.0,1,0,2,85040000.0,princetonCerber
144,3.94955528301318,1042,2,1,999990000.0,paduaCryptoWall
0,0.5,1,0,2,120000000.0,montrealCryptXXX
38,0.389214409722222,6,0,1,179000000.0,paduaCryptoWall
4,0.5,1,0,2,35100000.0,princetonCerber
0,1.0,1,0,2,80000000.0,princetonCerber
0,0.5,1,0,2,1654000000.0,white
0,0.5,1,0,2,1000000000.0,white
6,0.5,1,0,2,974000000.0,white
144,0.0060330953234979,1836,0,2,120000000.0,montrealCryptXXX
0,1.0,1,0,1,200000000.0,white
10,0.75,2,0,2,165000000.0,princetonCerber
16,1.384765625,5,1,6,764000000.0,white
4,1.0,1,0,2,100000000.0,princetonCerber
0,1.0,1,0,1,1000000000.0,white
10,0.25,1,0,2,279548409.0,montrealCryptoLocker
2,0.1,1,0,2,80000000.0,princetonCerber
22,0.0009765625,1,0,2,3840000000.0,white
2,0.25,1,0,2,61540000.0,princetonCerber
24,1.0,1,0,2,100000000.0,princetonCerber
12,0.5,1,0,2,144000000.0,paduaCryptoWall
0,0.5,1,0,2,186000000.0,montrealCryptoLocker
0,0.5,1,0,1,93000000.0,white
4,0.25,1,0,2,4789000000.0,white
0,1.0,1,0,2,37685414.0,montrealCryptoLocker
2,0.75,2,0,2,120000000.0,white
30,0.015625,4,0,1,69100000.0,paduaCryptoWall
144,0.162887592833719,650,0,2,120000000.0,montrealCryptXXX
0,0.111111111111111,1,0,2,80000000.0,princetonCerber
2,0.5,1,0,2,185000000.0,paduaCryptoWall
144,0.291364531374456,2004,0,1,217300000.0,paduaCryptoWall
6,0.125,1,0,1,299700000.0,princetonLocky
62,0.0001220703125,1,0,2,123000000.0,white
144,0.0003821005688687,1384,0,2,200000000.0,paduaCryptoWall
0,0.5,1,0,2,10000000000.0,white
14,1.0,1,0,2,4786000000.0,white
140,2.9103830456733697e-11,1,0,2,55720000.0,princetonCerber
10,3.5,18,0,4,554208000.0,paduaCryptoWall
6,0.125,1,0,2,31911900.0,montrealCryptoLocker
8,0.0074074074074074,1,0,1,42540402.0,paduaCryptoWall
12,0.015625,1,0,2,2741000000.0,white
2,0.25,1,0,1,8500000000.0,white
40,4.76837158203125e-07,1,0,1,32000000.0,white
0,2.0,2,0,2,288000000.0,paduaCryptoWall
0,1.0,1,0,2,125000000.0,princetonCerber
52,1.0,1,0,2,30425000000.0,white
16,0.125,1,0,1,50000000.0,princetonLocky
2,0.5,1,0,2,4626000000.0,white
22,0.0078125,1,0,2,4405000000.0,white
144,1.79688023349257,803,6,2,2970000000.0,paduaCryptoWall
52,0.0079345712438225,3,0,1,100000000.0,white
4,0.125,1,0,2,4295000000.0,white
2,0.5,1,0,2,176550000.0,princetonCerber
2,0.5,1,0,1,999990000.0,paduaCryptoWall
12,0.5,1,0,2,34980000.0,paduaCryptoWall
144,1.28213934083112,1624,0,1,750000000.0,paduaCryptoWall
16,0.15625,3,0,2,400000000.0,white
6,0.5,6,0,2,120000000.0,montrealCryptXXX
44,1.0,1,0,2,32335000000.0,white
0,1.0,1,0,2,120000000.0,montrealCryptXXX
144,2.73503982363892,1362,749,2,1058000000.0,montrealCryptoLocker
34,0.002685546875,2,0,2,100000000.0,montrealCryptoLocker
0,1.0,1,0,1,220000000.0,paduaCryptoWall
16,0.5078125,2,0,2,218000000.0,white
144,1.46529937102116,5253,2156,2,59946514.0,montrealCryptXXX
32,0.75,6,0,2,430000000.0,white
14,0.25,1,0,2,4312000000.0,white
4,2.5,3,0,1,199900000.0,paduaCryptoWall
2,0.5,1,0,1,455000000.0,paduaCryptoWall
4,0.25,1,0,2,100000000.0,princetonCerber
6,0.25,1,0,2,4837000000.0,white
28,0.0009765625,1,0,2,836000000.0,white
4,1.25,2,1,4,1300000000.0,white
18,1.0,1,0,2,10641000000.0,white
106,1.0,1,0,2,1301000000.0,white
0,1.0,1,0,2,2299990000.0,paduaCryptoWall
4,0.5,1,0,2,43000000.0,montrealCryptoLocker
12,0.375,2,0,2,141370000.0,princetonCerber
0,0.5,1,0,2,100000000.0,princetonCerber
6,0.0227272727272727,1,0,1,700000000.0,princetonLocky
0,1.0,1,0,1,208000000.0,paduaCryptoWall
16,1.4453125,13,0,4,1652600000.0,montrealCryptoLocker
0,0.5,1,0,2,78860000.0,princetonCerber
0,0.5,1,0,2,4950000000.0,white
8,0.25,1,0,2,4647000000.0,white
94,1.0,1,0,2,34315000000.0,white
0,1.0,1,0,1,161840000.0,montrealCryptoLocker
0,1.0,1,0,2,4905000000.0,white
144,0.113166169032534,3553,2774,1,318000000.0,paduaCryptoWall
0,0.5,1,0,2,4814129091.0,white
28,3.0517578125e-05,1,0,2,647000000.0,white
4,0.125,1,0,2,100000000.0,white
0,0.5,1,0,1,10600000000.0,white
0,1.0,1,0,1,50000000.0,princetonLocky
0,1.0,1,0,2,400000000.0,princetonLocky
4,0.375,2,0,1,510000000.0,princetonLocky
0,0.5,1,0,2,120000000.0,montrealCryptXXX
66,1.0,1,0,2,65000000.0,white
2,1.0,1,0,2,79210000.0,princetonCerber
0,1.0,1,0,1,184170000.0,montrealCryptoLocker
34,6.103515625e-05,1,0,1,200000000.0,paduaCryptoWall
2,1.0,1,0,2,4652000000.0,white
2,0.1,1,0,2,50000000.0,princetonCerber
8,0.625,2,0,1,100000000000.0,white
12,0.25,1,0,2,4865000000.0,white
144,2.03819860614096,721,1,3,112457458.0,paduaCryptoWall
2,0.037037037037037,1,0,2,100000000.0,princetonCerber
22,0.001953125,1,0,1,127000000.0,white
4,0.125,1,0,1,400000000.0,princetonLocky
0,0.5,1,0,2,80000000.0,princetonCerber
4,0.25,1,0,1,31000000.0,white
108,1.0,1,0,2,2525000000.0,white
32,0.0011001780063291,5,0,1,100000000.0,princetonLocky
0,0.5,1,0,1,173063477.0,montrealGlobeImposter
10,0.03125,1,0,2,100000000.0,princetonCerber
0,0.5,1,0,1,50000000.0,white
14,0.125,1,0,2,4548000000.0,white
40,1.0,1,0,2,31180000000.0,white
142,0.466512476824634,1995,0,2,157939056.0,paduaCryptoWall
0,1.0,1,0,2,2000000000.0,montrealCryptoLocker
0,0.5,1,0,2,700000000.0,montrealCryptoLocker
4,0.5,1,0,2,4870000000.0,white
144,0.0987500009633406,4551,0,2,721500000.0,montrealSamSam
2,1.75,3,0,4,2792091000.0,montrealCryptoLocker
0,1.0,1,0,1,32081276.0,paduaCryptoWall
118,8.673617379884041e-19,1,0,1,50000000.0,white
4,0.25,1,0,2,229000000.0,white
4,1.75,4,0,1,100000000.0,white
4,0.0555555555555556,1,0,1,400000000.0,princetonLocky
8,0.0178571428571429,1,0,2,41000000.0,montrealCryptoLocker
0,0.5,1,0,2,4944000000.0,white
20,0.0009765625,1,0,2,3420000000.0,white
2,0.5,1,0,2,199000000.0,white
0,0.5,1,0,2,120000000.0,montrealCryptXXX
144,0.517375409831406,1165,302,1,52570000.0,paduaCryptoWall
2,0.166666666666667,1,0,1,208000000.0,paduaCryptoWall
6,1.15,5,0,2,150000000.0,princetonLocky
6,0.125,1,0,2,175177358.0,montrealCryptoLocker
42,1.0,1,0,2,6461000000.0,white
62,1.0,1,0,2,33595000000.0,white
10,0.015625,1,0,2,4012000000.0,white
4,0.388888888888889,8,0,1,400000000.0,princetonLocky
0,1.5,2,0,2,1612910000.0,montrealCryptoLocker
2,0.25,1,0,1,50000000.0,princetonLocky
6,0.25,1,0,2,4735000000.0,white
6,1.0,1,0,1,400000000.0,princetonLocky
30,0.001953125,1,0,2,3965000000.0,white
2,0.25,1,0,1,995000000.0,montrealCryptoLocker
10,0.25,1,0,2,4778000000.0,white
0,0.5,1,0,1,400000000.0,white
42,1.0,1,0,2,30740000000.0,white
28,0.001953125,1,0,2,120000000.0,montrealCryptXXX
0,0.5,1,0,1,178660758.0,paduaCryptoWall
28,0.05859375,19,0,2,100000000.0,white
4,0.25,1,0,1,41959030.0,paduaCryptoWall
144,0.0163309030847724,1873,0,1,120000000.0,montrealCryptXXX
4,0.125,1,0,1,117000000.0,white
6,0.0625,1,0,2,2200000000.0,white
14,0.03125,1,0,2,50000000.0,princetonLocky
8,0.25,1,0,2,4531000000.0,white
22,1.0,1,0,2,10631000000.0,white
20,7.38142479213908e-07,1,0,2,80000000.0,princetonCerber
0,0.0384615384615385,1,0,2,51227319.0,montrealCryptoLocker
30,1.52587890625e-05,1,0,2,71000000.0,montrealCryptoLocker
6,0.25,1,0,1,215000000.0,paduaCryptoWall
0,0.5,1,0,2,171000000.0,white
10,0.125,1,0,1,400900000.0,paduaCryptoWall
4,0.5,1,0,2,4926000000.0,white
20,0.828125,4,0,4,464000000.0,white
2,0.125,1,0,2,68500000.0,princetonCerber
34,1.0,1,0,2,30255000000.0,white
2,0.25,1,0,2,80000000.0,princetonCerber
6,0.535714285714286,6,0,1,100000000.0,princetonLocky
6,0.1,1,0,2,120000000.0,montrealCryptXXX
2,0.5,1,0,2,56000000.0,princetonCerber
144,0.0097622208183049,6776,4179,2,122227361.0,princetonCerber
10,0.00125,1,0,1,100000000.0,princetonLocky
2,0.25,1,0,2,98097324.0,montrealCryptoLocker
30,1.33959190672154e-06,1,0,1,275000000.0,paduaCryptoWall
4,0.125,1,0,2,2166000000.0,white
0,0.5,1,0,1,43000000.0,white
6,0.5,1,0,2,4784000000.0,white
144,0.0563946735021586,4378,0,2,125000000.0,princetonCerber
10,0.125,1,0,1,102000000.0,white
0,1.0,1,0,1,91000100.0,paduaCryptoWall
144,1.13210841963421,3449,0,1,223000000.0,paduaCryptoWall
18,0.0900758963258963,4,0,8,124000000.0,montrealCryptoLocker
2,1.0,3,0,1,198000000.0,white
24,1.0,1,0,2,12691000000.0,white
0,1.0,1,0,1,64385137.0,montrealNoobCrypt
0,0.5,1,0,2,4898000000.0,white
0,0.5,1,0,1,300000000.0,montrealDMALockerv3
26,0.1328125,4,0,2,216000000.0,white
10,0.0234375,2,0,2,2000000000.0,white
0,0.5,1,0,2,4464000000.0,white
18,0.0009765625,1,0,2,724000000.0,white
20,0.14453125,4,0,2,1600000000.0,white
8,0.125,1,0,2,4695000000.0,white
2,1.0,1,0,1,700000000.0,princetonLocky
8,0.03125,1,0,2,50000000.0,white
144,1.22219142503665,1180,994,3,549950000.0,paduaCryptoWall
6,0.025,1,0,2,80000000.0,princetonCerber
38,0.0315256118774414,4,0,4,3213000000.0,paduaCryptoWall
136,0.492982508264884,1351,0,4,147874941.0,montrealCryptoLocker
30,1.0,1,0,2,8516000000.0,white
0,0.5,1,0,2,2500000000.0,white
20,0.03125,2,0,2,30633281.0,paduaCryptoWall
0,0.5,1,0,1,490000000.0,white
16,0.3125,2,0,2,207000000.0,white
4,0.0001193459840076,1,0,2,103805344.0,montrealCryptoLocker
14,0.0625,1,0,2,4613000000.0,white
14,0.2578125,3,0,2,59000000.0,white
144,0.864165719298872,1227,1227,3,800000000.0,paduaCryptoWall
2,1.0,1,0,2,417000000.0,montrealCryptoLocker
144,4.25820146904925,736,714,10,566020000.0,paduaCryptoWall
20,3.498046875,9,9,8,3591000000.0,white
0,0.5,1,0,2,82000000.0,paduaCryptoWall
144,0.0585675012498133,913,1,1,284198103.0,paduaCryptoWall
16,0.0078125,1,0,2,4219000000.0,white
144,0.0011647563421028,2036,0,1,510000000.0,princetonLocky
12,1.0,1,0,2,1995000000.0,white
0,0.5,1,0,1,12238000000.0,white
8,0.15625,2,0,1,4000000000.0,white
0,0.5,1,0,2,4873000000.0,white
0,0.5,1,0,2,479500000.0,montrealSamSam
14,0.0078125,1,0,2,3775000000.0,white
0,0.5,1,0,1,500000000.0,white
4,0.25,1,0,2,50000000.0,princetonCerber
56,0.0002450942993164,2,0,1,121000000.0,white
26,3.265625,12,3,15,824000000.0,white
144,0.0004897385241748,3725,0,2,80000000.0,princetonCerber
2,2.25,4,0,2,401200000.0,paduaCryptoWall
4,0.75,1,1,2,127000000.0,white
0,1.5,2,0,2,2145000000.0,montrealDMALocker
4,0.833333333333333,3,1,1,120500000.0,montrealCryptXXX
144,0.0010882889966851,4779,0,2,56000000.0,princetonCerber
4,0.125,1,0,2,4582000000.0,white
80,0.574796796085859,18,0,2,895000000.0,white
144,0.003308116797893,2559,0,1,700000000.0,montrealDMALockerv3
14,0.129958767361111,10,0,1,300000000.0,princetonLocky
144,5.02696184936226,1387,1237,18,6678000000.0,montrealCryptoLocker
4,0.25,1,0,2,4865000000.0,white
10,0.5,1,0,2,4816000000.0,white
26,1.38932291666667,9,0,1,240000000.0,montrealCryptXXX
8,0.03125,1,0,2,3801000000.0,white
0,0.5,1,0,1,49990000.0,princetonLocky
0,1.0,1,0,2,4997000000.0,white
4,0.25,1,0,1,100000000.0,paduaCryptoWall
0,1.0,1,0,2,4799000000.0,white
0,1.0,1,0,1,2000000000.0,white
0,1.0,1,0,1,35000000.0,montrealCryptoLocker
32,1.0,1,0,2,9856000000.0,white
16,0.03125,1,0,2,4425000000.0,white
4,2.75,4,0,6,3000000000.0,paduaCryptoWall
2,0.25,1,0,1,6000000000.0,white
6,1.0625,2,0,4,3542000000.0,montrealCryptoLocker
6,0.625,2,0,1,2500000000.0,white
144,5.00076063577664,1464,1462,15,10510000000.0,paduaCryptoWall
2,1.0,1,1,4,400100000.0,montrealCryptoLocker
2,0.25,1,0,1,50000000.0,princetonLocky
8,0.34375,1,1,6,1599400000.0,montrealCryptoLocker
2,1.0,1,0,2,100000000.0,princetonCerber
18,0.00390625,1,0,2,4101000000.0,white
22,0.03125,1,0,2,125000000.0,princetonCerber
40,1.64550851116871,18,18,2,679680000.0,montrealCryptoLocker
0,0.5,1,0,2,3772000000.0,white
52,0.00146484375,3,0,2,359000000.0,white
